=== Device Logcat for TC_NAV_001 ===
Captured at: Thu Jul 30 09:14:49 UTC 2026
Entry count: 2298
===========================================
Thu Jul 30 09:12:38 UTC 2026 | ALL | 07-30 09:12:37.360  1817  1817 I wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS 
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.734  1226  4755 V NativeCrypto: Read error: ssl=0x76e48a960b18: I/O error during system call, Connection reset by peer
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.736  1226  4794 V NativeCrypto: SSL shutdown failed: ssl=0x76e48a960b18: I/O error during system call, Broken pipe
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.736  1226  4794 E WakeLock: GCM_HB_ALARM release without a matched acquire!
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.736  1226  4794 W WakeLock: GCM_HB_ALARM counter does not exist
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.737   560   833 D ConnectivityService: reportNetworkConnectivity(100, false) by 10143
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.737  1226  4794 I AlarmManager: setExactAndAllowWhileIdle [name: GCM_CONN_ALARM type: 2 triggerAtMillis: 949837]
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.738  1028  2260 D NetworkMonitor/100: Forcing reevaluation for UID 10143. Dns signal count: 0
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.739  1226  4794 E WakeLock: GCM_CONN_ALARM release without a matched acquire!
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.739  1226  4794 W WakeLock: GCM_CONN_ALARM counter does not exist
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.739  1028  4809 D TrafficStats: tagSocket(92) with statsTag=0xffffff81, statsUid=-1
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.739  1028  4808 D TrafficStats: tagSocket(131) with statsTag=0xffffff81, statsUid=-1
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.740  1028  4808 D TrafficStats: tagSocket(92) with statsTag=0xffffff81, statsUid=-1
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.740  1028  4809 D TrafficStats: tagSocket(131) with statsTag=0xffffff81, statsUid=-1
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.742   361  4810 I resolv  : ResNSendHandler::run: 0 / {100 983140 100 983140 1073 1}
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.742   361  4811 I resolv  : ResNSendHandler::run: 0 / {100 983140 100 983140 1073 1}
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.744   361  4812 I resolv  : ResNSendHandler::run: 0 / {100 983140 100 983140 1073 1}
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.744   361  4813 I resolv  : ResNSendHandler::run: 0 / {100 983140 100 983140 1073 1}
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.969  4162  4220 I appium  : channel read: POST /session/0ec58237-84ed-40bd-bf67-28bb2b70cae2/element
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.970  4162  4220 I appium  : FindElement command
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.970  4162  4220 I appium  : method: 'xpath', selector: '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]'
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.970  4162  4220 I appium  : Waiting up to 10000ms for the device to idle
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.971  4162  4220 I appium  : The following attributes will be included to the page source: [text, content-desc]
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.974  4162  4170 I tomator2.server: Method exceeds compiler instruction limit: 19264 in java_cup.runtime.Symbol org.eclipse.wst.xml.xpath2.processor.internal.CUP$XPathCup$actions.CUP$XPathCup$do_action(int, java_cup.runtime.lr_parser, java.util.Stack, int)
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.982  4162  4220 I appium  : Took 0ms to retrieve 0 matches for '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]' XPath2 query
Thu Jul 30 09:13:40 UTC 2026 | ALL | 07-30 09:13:39.983  4162  4220 I appium  : AppiumResponse: {"sessionId":"0ec58237-84ed-40bd-bf67-28bb2b70cae2","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:1012)\n"}}
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.234   361  4812 I resolv  : res_nsend: used send_dg 160 terrno: 0
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.234   361  4813 I resolv  : res_nsend: used send_dg 63 terrno: 0
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.235   361  4811 I resolv  : res_nsend: used send_dg 75 terrno: 0
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.235   361  4810 I resolv  : res_nsend: used send_dg 256 terrno: 0
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.235  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.237  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.238  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.238  1028  4809 D NetworkMonitor/100: PROBE_DNS connectivitycheck.gstatic.com 498ms OK 142.251.218.131,2607:f8b0:4005:815::2003
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.239   361  4814 I resolv  : GetAddrInfoHandler::run: {100 983140 100 983140 1073 1}
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240   361  4816 I resolv  : res_nmkquery: (QUERY, IN, A)
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240   361  4815 I resolv  : res_nmkquery: (QUERY, IN, AAAA)
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240   361  4816 I resolv  : resolv_cache_lookup: FOUND IN CACHE entry=0x79bc5712ceb0
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240   361  4816 I resolv  : doQuery: rcode=0, ancount=1, return value=63
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240   361  4815 I resolv  : resolv_cache_lookup: FOUND IN CACHE entry=0x79bc5712d770
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240   361  4815 I resolv  : doQuery: rcode=0, ancount=1, return value=75
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.240  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.241  1028  4809 D TrafficStats: tagSocket(127) with statsTag=0xffffff81, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.242  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.243  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.243  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.244  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.245  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.246  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.247  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.247  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.248  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.249  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.249  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.250  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.251  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.251  1028  1028 D TrafficStats: tagSocket(92) with statsTag=0xffffffff, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.252  1028  4808 D NetworkMonitor/100: PROBE_DNS www.google.com 513ms OK 142.251.150.119,142.251.151.119,142.251.154.119,142.251.155.119,142.251.157.119,142.251.152.119,142.251.153.119,142.251.156.119,2001:4860:4829:7700::,2001:4860:4828:7700::,2001:4860:4826:7700::,2001:4860:482b:7700::,2001:4860:4827:7700::,2001:4860:482c:7700::,2001:4860:482d:7700::,2001:4860:482a:7700::
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.253   361  4817 I resolv  : GetAddrInfoHandler::run: {100 983140 100 983140 1073 1}
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.253   361  4819 I resolv  : res_nmkquery: (QUERY, IN, A)
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.253   361  4818 I resolv  : res_nmkquery: (QUERY, IN, AAAA)
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.253   361  4819 I resolv  : resolv_cache_lookup: FOUND IN CACHE entry=0x79bd37135890
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.253   361  4819 I resolv  : doQuery: rcode=0, ancount=8, return value=160
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.254   361  4818 I resolv  : resolv_cache_lookup: FOUND IN CACHE entry=0x79bbb71360d0
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.254   361  4818 I resolv  : doQuery: rcode=0, ancount=8, return value=256
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.254  1028  4808 D TrafficStats: tagSocket(92) with statsTag=0xffffff81, statsUid=-1
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.487  4162  4220 I appium  : channel read: POST /session/0ec58237-84ed-40bd-bf67-28bb2b70cae2/element
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.488  4162  4220 I appium  : FindElement command
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.488  4162  4220 I appium  : method: 'xpath', selector: '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]'
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.488  4162  4220 I appium  : Waiting up to 10000ms for the device to idle
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.489  4162  4220 I appium  : The following attributes will be included to the page source: [text, content-desc]
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.496  4162  4220 I appium  : Took 0ms to retrieve 0 matches for '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]' XPath2 query
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:40.497  4162  4220 I appium  : AppiumResponse: {"sessionId":"0ec58237-84ed-40bd-bf67-28bb2b70cae2","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:1012)\n"}}
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.001  4162  4220 I appium  : channel read: POST /session/0ec58237-84ed-40bd-bf67-28bb2b70cae2/element
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.001  4162  4220 I appium  : FindElement command
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.001  4162  4220 I appium  : method: 'xpath', selector: '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]'
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.002  4162  4220 I appium  : Waiting up to 10000ms for the device to idle
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.003  4162  4220 I appium  : The following attributes will be included to the page source: [text, content-desc]
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.010  4162  4220 I appium  : Took 0ms to retrieve 0 matches for '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]' XPath2 query
Thu Jul 30 09:13:41 UTC 2026 | ALL | 07-30 09:13:41.011  4162  4220 I appium  : AppiumResponse: {"sessionId":"0ec58237-84ed-40bd-bf67-28bb2b70cae2","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:1012)\n"}}
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.234  1028  4809 D NetworkMonitor/100: PROBE_HTTP http://connectivitycheck.gstatic.com/generate_204 time=995ms ret=204 request={Connection=[close], User-Agent=[Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.32 Safari/537.36]} headers={null=[HTTP/1.1 204 No Content], Connection=[close], Content-Length=[0], Cross-Origin-Resource-Policy=[cross-origin], Date=[Thu, 30 Jul 2026 09:13:41 GMT], X-Android-Received-Millis=[1785402821233], X-Android-Response-Source=[NETWORK 204], X-Android-Selected-Protocol=[http/1.1], X-Android-Sent-Millis=[1785402820734]}
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.237  1028  4808 D NetworkMonitor/100: PROBE_HTTPS https://www.google.com/generate_204 time=984ms ret=204 request={Connection=[close], User-Agent=[Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.32 Safari/537.36]} headers={null=[HTTP/1.1 204 No Content], Alt-Svc=[h3=":443"; ma=2592000,h3-29=":443"; ma=2592000], Connection=[close], Content-Length=[0], Cross-Origin-Resource-Policy=[cross-origin], Date=[Thu, 30 Jul 2026 09:13:42 GMT], X-Android-Received-Millis=[1785402821237], X-Android-Response-Source=[NETWORK 204], X-Android-Selected-Protocol=[http/1.1], X-Android-Sent-Millis=[1785402821234]}
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.238  1028  4807 D NetworkMonitor/100: isCaptivePortal: isSuccessful()=true isPortal()=false RedirectUrl=null isPartialConnectivity()=false Time=1500ms
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.239   560   833 D ConnectivityService: [100 WIFI] validation passed
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.514  4162  4220 I appium  : channel read: POST /session/0ec58237-84ed-40bd-bf67-28bb2b70cae2/element
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.514  4162  4220 I appium  : FindElement command
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.515  4162  4220 I appium  : method: 'xpath', selector: '//*[contains(@text, 'Budget') or contains(@content-desc, 'Budget')]'
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.515  4162  4220 I appium  : Waiting up to 10000ms for the device to idle
Thu Jul 30 09:13:42 UTC 2026 | ALL | 07-30 09:13:41.516  4162  4220 I appium  : The following attributes will be included to the page source: [text, content-desc]
